name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw,position,team,xP,minutes,starts,total_points,value
Yankuba Minteh,a,100.0,100.0,5.1,0,1.3,1.3,30,MID,Brighton,1.3,0,0,0,51
Dean Henderson,a,,,4.4,0,2.4,1.9,17,GK,Crystal Palace,2.7,90,1,0,44
Rob Holding,a,,,4.3,0,0.0,-0.5,17,DEF,Crystal Palace,-0.5,0,0,0,43
Will Hughes,a,100.0,100.0,4.9,2,4.0,3.5,17,MID,Crystal Palace,3.2,67,1,2,49
Daichi Kamada,a,100.0,100.0,5.1,2,0.6,0.1,17,MID,Crystal Palace,0.0,60,1,2,51
Jefferson Lerma Solís,a,100.0,100.0,4.8,2,1.6,1.1,17,MID,Crystal Palace,1.0,67,1,2,48
Jean-Philippe Mateta,a,,,7.2,2,3.0,2.5,17,FWD,Crystal Palace,2.8,80,1,2,72
Matheus França de Oliveira,i,0.0,0.0,4.4,0,0.0,0.0,17,MID,Crystal Palace,0.0,0,0,0,44
Remi Matthews,a,,,3.9,0,0.0,-0.5,17,GK,Crystal Palace,-0.5,0,0,0,39
Tyrick Mitchell,a,,,4.8,3,4.4,3.9,17,DEF,Crystal Palace,3.2,90,1,3,48
Daniel Muñoz,a,100.0,0.0,4.7,0,5.0,0.0,17,DEF,Crystal Palace,0.0,0,0,0,47
David Ozoh,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Crystal Palace,0.0,0,0,0,45
Jesurun Rak-Sakyi,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Crystal Palace,0.0,0,0,0,45
Jeffrey Schlupp,a,,,4.7,1,0.4,-0.1,17,MID,Crystal Palace,0.0,9,0,1,47
Franco Umeh-Chibueze,d,25.0,25.0,4.4,0,0.0,-0.1,17,MID,Crystal Palace,-0.1,0,0,0,44
Justin Devenny,a,,,4.5,1,1.0,0.5,17,MID,Crystal Palace,1.7,22,0,1,45
Asher Agbinone,a,,,4.5,0,0.0,-0.5,17,MID,Crystal Palace,-0.5,0,0,0,45
Kaden Rodney,a,,,4.5,0,0.0,-0.5,17,MID,Crystal Palace,-0.5,0,0,0,45
Maxence Lacroix,a,,,4.5,0,3.8,3.3,17,DEF,Crystal Palace,2.8,90,1,0,45
Caleb Kporha,a,,,4.0,1,0.2,-0.3,17,DEF,Crystal Palace,-0.3,10,0,1,40
Zach Marsh,a,,,4.5,0,0.0,-0.5,17,FWD,Crystal Palace,-0.5,0,0,0,45
Armando Broja,a,100.0,0.0,5.4,0,-0.3,0.0,17,FWD,Everton,0.0,0,0,0,54
Abdoulaye Doucouré,a,100.0,100.0,5.1,3,2.3,2.3,17,MID,Everton,2.3,90,1,3,51
Norberto Bercique Gomes Betuncal,a,,,5.0,0,0.0,0.0,17,FWD,Everton,0.1,17,0,0,50
Jarrad Branthwaite,a,100.0,100.0,4.8,6,4.3,4.3,17,DEF,Everton,4.5,90,1,6,48
Dominic Calvert-Lewin,a,100.0,100.0,5.4,2,2.0,2.0,17,FWD,Everton,1.9,72,1,2,55
Séamus Coleman,a,100.0,100.0,4.3,1,-0.3,-0.3,17,DEF,Everton,-0.3,17,0,1,43
Idrissa Gueye,a,100.0,100.0,4.8,3,2.0,2.0,17,MID,Everton,2.1,90,1,3,49
Asmir Begovic,a,,,4.0,0,0.0,0.0,13,GK,Everton,0.0,0,0,0,40
Romain Faivre,u,0.0,0.0,5.0,0,0.0,0.0,15,MID,Bournemouth,0.0,0,0,0,50
Jason Steele,a,,,4.2,0,0.0,0.0,15,GK,Brighton,0.0,0,0,0,42
James Garner,i,0.0,0.0,4.9,0,0.0,0.0,17,MID,Everton,0.0,0,0,0,49
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,15,FWD,Brighton,0.0,0,0,0,55
Jack Harrison,a,100.0,100.0,5.2,3,1.5,1.5,17,MID,Everton,1.1,73,1,3,52
Mason Holgate,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Everton,0.0,0,0,0,40
Tim Iroegbunam,i,0.0,0.0,4.4,0,0.0,0.0,17,MID,Everton,0.0,0,0,0,44
João Neves Virgínia,a,,,3.9,0,-0.5,-0.5,17,GK,Everton,-0.5,0,0,0,39
Michael Keane,a,100.0,100.0,4.1,0,-0.5,-0.5,17,DEF,Everton,-0.5,0,0,0,41
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,17,FWD,Everton,0.0,0,0,0,49
Dwight McNeil,d,25.0,50.0,5.3,0,0.6,1.1,17,MID,Everton,1.1,0,0,0,53
Vitalii Mykolenko,a,100.0,100.0,4.3,7,5.5,5.5,17,DEF,Everton,5.5,90,1,7,43
Iliman Ndiaye,a,100.0,100.0,5.4,1,1.3,1.3,17,FWD,Everton,1.3,90,1,1,54
Nathan Patterson,a,100.0,100.0,4.4,0,-0.3,-0.3,17,DEF,Everton,-0.3,0,0,0,44
Jordan Pickford,a,,,4.9,7,4.7,4.7,17,GK,Everton,4.9,90,1,7,49
James Tarkowski,a,100.0,100.0,4.8,6,4.0,4.0,17,DEF,Everton,4.5,90,1,6,48
Youssef Ramalho Chermiti,a,100.0,25.0,4.9,0,-0.5,-0.1,17,FWD,Everton,-0.1,0,0,0,49
Ashley Young,s,0.0,100.0,4.7,5,0.0,5.5,17,DEF,Everton,6.1,72,1,5,47
Jesper Lindstrøm,a,,,5.1,1,0.7,0.7,17,MID,Everton,1.1,16,0,1,51
Jake O'Brien,a,,,4.6,0,-0.3,-0.3,17,DEF,Everton,-0.3,0,0,0,46
Harrison Armstrong,a,,,4.5,0,-0.5,-0.5,17,MID,Everton,-0.5,0,0,0,45
Jenson Metcalfe,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Everton,0.0,0,0,0,45
Roman Dixon,a,,,4.0,0,-0.5,-0.5,17,DEF,Everton,-0.5,0,0,0,40
Orel Mangala,a,,,5.0,3,3.0,3.0,17,MID,Everton,2.5,90,1,3,50
Callum Bates,a,,,4.5,0,-0.5,-0.5,17,MID,Everton,-0.5,0,0,0,45
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,17,MID,Fulham,0.0,0,0,0,50
Jan Paul van Hecke,a,100.0,100.0,4.5,1,1.2,1.2,15,DEF,Brighton,1.2,90,1,1,45
Emile Smith Rowe,d,50.0,,5.4,0,0.3,1.7,17,MID,Fulham,1.7,0,0,0,55
Joachim Andersen,a,100.0,75.0,4.2,0,-0.5,0.4,17,DEF,Fulham,0.4,0,0,0,42
Adama Traoré,a,,,4.7,1,0.3,1.3,17,MID,Fulham,1.3,28,0,1,47
Andreas Hoelgebaum Pereira,a,100.0,0.0,5.0,0,1.5,0.0,17,MID,Fulham,0.0,0,0,0,50
Calvin Bassey,a,100.0,100.0,4.5,6,1.7,2.7,17,DEF,Fulham,2.2,90,1,6,45
Steven Benda,a,,,4.0,0,-0.5,0.5,17,GK,Fulham,0.5,0,0,0,40
Tom Cairney,a,100.0,100.0,4.8,3,0.7,1.7,17,MID,Fulham,1.7,75,1,3,48
Timothy Castagne,a,100.0,100.0,4.2,6,1.5,2.5,17,DEF,Fulham,2.2,90,1,6,42
Issa Diop,a,,,4.4,6,1.9,2.9,17,DEF,Fulham,2.5,90,1,6,44
Luke Harris,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Fulham,0.0,0,0,0,45
Alex Iwobi,a,,,5.8,3,4.9,5.9,17,MID,Fulham,6.2,90,1,3,58
Bernd Leno,a,,,5.0,6,2.3,3.3,17,GK,Fulham,2.8,90,1,6,50
Saša Lukić,d,75.0,100.0,4.8,1,0.4,1.5,17,MID,Fulham,1.7,15,0,1,48
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Fulham,0.0,0,0,0,40
Rodrigo Muniz Carvalho,a,,,5.5,2,2.1,3.1,17,FWD,Fulham,2.8,61,1,2,55
Raúl Jiménez,a,,,5.5,0,2.1,3.1,17,FWD,Fulham,3.0,28,0,0,55
Tim Ream,u,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Fulham,0.0,0,0,0,45
Harrison Reed,i,0.0,0.0,4.7,0,0.0,0.0,17,MID,Fulham,0.0,0,0,0,47
Antonee Robinson,a,,,4.9,6,3.7,4.7,17,DEF,Fulham,4.0,90,1,6,48
Jay Stansfield,u,0.0,0.0,5.0,0,0.0,0.0,17,FWD,Fulham,0.0,0,0,0,50
Kenny Tete,i,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Fulham,0.0,0,0,0,45
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,1,-0.3,0.7,17,FWD,Fulham,0.7,3,0,1,50
Harry Wilson,a,,,5.2,3,1.3,2.3,17,MID,Fulham,2.2,86,1,3,52
Ryan Sessegnon,a,100.0,100.0,4.2,0,-0.3,0.7,17,DEF,Fulham,0.7,0,0,0,42
Jorge Cuenca Barreno,a,100.0,100.0,4.4,0,0.1,1.1,17,DEF,Fulham,1.0,0,0,0,44
Josh King,a,,,4.5,3,0.3,1.3,17,MID,Fulham,1.2,61,1,3,45
Martial Godo,a,,,4.5,1,-0.3,0.7,17,MID,Fulham,0.7,14,0,1,45
Sander Berge,d,50.0,,5.0,3,0.9,2.7,17,MID,Fulham,2.3,75,1,3,50
Samuel Amissah,a,,,4.0,0,-0.5,0.5,17,DEF,Fulham,0.5,0,0,0,40
Ali Al-Hamadi,a,100.0,100.0,4.8,0,0.1,0.6,17,FWD,Ipswich,0.7,45,0,0,48
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Ipswich,0.0,0,0,0,40
Nathan Broadhead,a,100.0,100.0,4.9,1,0.1,0.6,17,MID,Ipswich,0.5,12,0,1,49
Cameron Burgess,a,,,4.0,0,1.1,1.6,17,DEF,Ipswich,1.7,90,1,0,40
Wes Burns,a,100.0,100.0,4.8,2,1.1,1.6,17,MID,Ipswich,2.2,77,1,2,48
Conor Chaplin,a,,,5.1,2,2.9,3.4,17,MID,Ipswich,3.0,61,1,2,51
Harry Clarke,a,100.0,100.0,4.0,0,0.3,0.8,17,DEF,Ipswich,0.7,90,1,0,40
Leif Davis,a,,,4.5,0,0.9,1.4,17,DEF,Ipswich,1.5,90,1,0,45
Liam Delap,a,100.0,0.0,5.6,0,0.7,0.0,17,FWD,Ipswich,0.0,0,0,0,56
Ben Johnson,a,100.0,100.0,3.9,1,0.1,0.6,17,DEF,Ipswich,0.5,12,0,1,39
Massimo Luongo,d,75.0,100.0,4.4,0,-0.4,0.0,17,MID,Ipswich,0.0,0,0,0,44
Sam Morsy,s,0.0,100.0,4.9,1,0.0,1.8,17,MID,Ipswich,1.8,90,1,1,49
Corrie Ndaba,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Ipswich,0.0,0,0,0,40
Cieran Slicker,a,,,4.0,0,-0.5,0.0,17,GK,Ipswich,0.0,0,0,0,40
Jack Taylor,a,100.0,100.0,4.8,1,1.7,2.2,17,MID,Ipswich,2.0,28,0,1,48
Axel Tuanzebe,i,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Ipswich,0.0,0,0,0,40
Christian Walton,a,,,4.3,0,-0.5,0.0,17,GK,Ipswich,0.0,0,0,0,43
Luke Woolfenden,a,,,4.0,0,-0.5,0.0,17,DEF,Ipswich,0.0,0,0,0,40
